Ministry,Collective CA,Contract Account,Calendar Year/Month,Year,Month,Net Sales Quantity,Unit Cost,Net Sales Amount,Unnamed: 9,Collective Account,#Accounts Connected,Unnamed: 12,Accounts,Length of Service,Unnamed: 15,Non-SRCA Accounts,Status,Savings,Account_Type
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041364962,7.2024,2024,July,4646.19,0.319999828,1486.78,,,,,10102417782,22,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041364962,8.2024,2024,August,6200.37,0.320000258,1984.12,,,,,10102417791,22,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041364962,9.2024,2024,September,5806.62,0.320000276,1858.12,,,,,10102417808,22,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041364962,10.2024,2024,October,5216.32,0.31999954,1669.22,,,,,10102418341,22,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041364962,11.2024,2024,November,4299.49,0.320000744,1375.84,,,,,10102418350,22,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041364962,12.2024,2024,December,3175.03,0.320000126,1016.01,,,,,10102435726,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041365093,1.2024,2024,January,1391,0.32,445.12,,,,,10102447441,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041365093,2.2024,2024,February,1782,0.32,570.24,,,,,10102447450,23,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041365093,3.2024,2024,March,1532,0.32,490.24,,,,,10102468692,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041365093,4.2024,2024,April,1671,0.32,534.72,,,,,10102468709,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041365093,5.2024,2024,May,2725.12,0.320000587,872.04,,,,,10102468718,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041365093,6.2024,2024,June,4720.73,0.319999237,1510.63,,,,,10102743555,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041365093,7.2024,2024,July,5881.29,0.319999524,1882.01,,,,,10102743564,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041365093,8.2024,2024,August,6816.08,0.320000646,2181.15,,,,,10102743573,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041365093,9.2024,2024,September,6749.17,0.319999348,2159.73,,,,,10102743582,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041365093,10.2024,2024,October,5730.33,0.320000768,1833.71,,,,,10102743591,23,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041365093,11.2024,2024,November,4185.22,0.319999904,1339.27,,,,,10102743608,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041365093,12.2024,2024,December,2670.71,0.320001048,854.63,,,,,10102743617,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477483,1.2024,2024,January,318,0.32,101.76,,,,,10102743626,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477483,2.2024,2024,February,359,0.32,114.88,,,,,10102743635,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477483,3.2024,2024,March,292,0.32,93.44,,,,,10102743644,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477483,4.2024,2024,April,305.43,0.320007858,97.74,,,,,10102743653,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477483,5.2024,2024,May,301.07,0.319992028,96.34,,,,,10102743662,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477483,6.2024,2024,June,300.67,0.319985366,96.21,,,,,10102743671,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477483,7.2024,2024,July,307.96,0.320009092,98.55,,,,,10102828536,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477483,8.2024,2024,August,313.36,0.320015318,100.28,,,,,10102828545,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477483,9.2024,2024,September,385.65,0.320005186,123.41,,,,,10102832056,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477483,10.2024,2024,October,710.55,0.320005629,227.38,,,,,10102832065,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477483,11.2024,2024,November,923.05,0.320004333,295.38,,,,,10102832074,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477483,12.2024,2024,December,920.22,0.319999565,294.47,,,,,10102832083,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477607,1.2024,2024,January,278,0.32,88.96,,,,,10102832109,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477607,2.2024,2024,February,291,0.32,93.12,,,,,10102832118,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477607,3.2024,2024,March,256,0.32,81.92,,,,,10102902123,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477607,4.2024,2024,April,271.48,0.319986739,86.87,,,,,10102902132,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477607,5.2024,2024,May,270.14,0.319982231,86.44,,,,,10102902141,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477607,6.2024,2024,June,258.74,0.320012368,82.8,,,,,10102902151,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477607,7.2024,2024,July,254.82,0.319990582,81.54,,,,,10102902160,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477607,8.2024,2024,August,251.7,0.319984108,80.54,,,,,10102902179,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477607,9.2024,2024,September,254.14,0.319981113,81.32,,,,,10102902197,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477607,10.2024,2024,October,273.22,0.319998536,87.43,,,,,10102902203,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477607,11.2024,2024,November,284.17,0.319984516,90.93,,,,,10102902212,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477607,12.2024,2024,December,288.56,0.320002772,92.34,,,,,10102902221,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477723,1.2024,2024,January,496,0.32,158.72,,,,,10102902231,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477723,2.2024,2024,February,579,0.32,185.28,,,,,10102902240,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477723,3.2024,2024,March,491,0.32,157.12,,,,,10103584972,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477723,4.2024,2024,April,520,0.32,166.4,,,,,10103639195,23,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477723,5.2024,2024,May,509.1,0.319996071,162.91,,,,,10103970914,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477723,6.2024,2024,June,483.6,0.319995864,154.75,,,,,10103970923,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477723,7.2024,2024,July,479.8,0.320008337,153.54,,,,,10103970932,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477723,8.2024,2024,August,494.21,0.320005666,158.15,,,,,10103970941,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477723,9.2024,2024,September,504.07,0.319995239,161.3,,,,,10104812052,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477723,10.2024,2024,October,530.16,0.319997737,169.65,,,,,10104812061,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477723,11.2024,2024,November,555.81,0.320001439,177.86,,,,,10104812071,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477723,12.2024,2024,December,561,0.32,179.52,,,,,10104812080,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477840,1.2024,2024,January,221,0.32,70.72,,,,,10104812099,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477840,2.2024,2024,February,250,0.32,80,,,,,10104812105,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477840,3.2024,2024,March,215,0.32,68.8,,,,,10104812114,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477840,4.2024,2024,April,216.24,0.320014798,69.2,,,,,10104812123,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477840,5.2024,2024,May,132.17,0.31996671,42.29,,,,,10104872239,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477840,6.2024,2024,June,81.88,0.319980459,26.2,,,,,10105085793,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477840,7.2024,2024,July,78.2,0.319948849,25.02,,,,,10105111534,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477840,8.2024,2024,August,76.55,0.320052253,24.5,,,,,10105294111,12,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477840,9.2024,2024,September,97.45,0.319958953,31.18,,,,,10105523116,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477840,10.2024,2024,October,77.26,0.319958581,24.72,,,,,10005941731,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477840,11.2024,2024,November,81.18,0.320029564,25.98,,,,,10005988129,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477840,12.2024,2024,December,84.23,0.31995726,26.95,,,,,10005988245,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477975,1.2024,2024,January,976,0.32,312.32,,,,,10083760083,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477975,2.2024,2024,February,1025,0.32,328,,,,,10087856979,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477975,3.2024,2024,March,935,0.32,299.2,,,,,10091862168,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477975,4.2024,2024,April,1627.42,0.319997296,520.77,,,,,10091862177,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477975,5.2024,2024,May,2431.68,0.320000987,778.14,,,,,10105419136,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477975,6.2024,2024,June,4252.5,0.32,1360.8,,,,,10105419145,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477975,7.2024,2024,July,4556.69,0.319999824,1458.14,,,,,10105419154,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477975,8.2024,2024,August,5510.96,0.320000508,1763.51,,,,,10105419163,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477975,9.2024,2024,September,5365.1,0.319999627,1716.83,,,,,10105419172,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477975,10.2024,2024,October,4211.82,0.31999943,1347.78,,,,,10005989242,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477975,11.2024,2024,November,2692,0.32,861.44,,,,,10005989529,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041477975,12.2024,2024,December,1718.37,0.320000931,549.88,,,,,10006004394,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478103,1.2024,2024,January,399,0.32,127.68,,,,,10006004401,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478103,2.2024,2024,February,369,0.32,118.08,,,,,10006007565,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478103,3.2024,2024,March,431,0.32,137.92,,,,,10013614581,23,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478103,4.2024,2024,April,819.23,0.319995606,262.15,,,,,10084043660,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478103,5.2024,2024,May,1566.22,0.319999745,501.19,,,,,10084043679,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478103,6.2024,2024,June,2757.29,0.319998985,882.33,,,,,10102125170,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478103,7.2024,2024,July,4549.77,0.320000791,1455.93,,,,,10102128046,1,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478103,8.2024,2024,August,3418.72,0.319999883,1093.99,,,,,10006010079,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478103,9.2024,2024,September,4296.27,0.320000838,1374.81,,,,,10006011577,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478103,10.2024,2024,October,2897.91,0.319999586,927.33,,,,,10006026838,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478103,11.2024,2024,November,1392.26,0.319997702,445.52,,,,,10094139380,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478103,12.2024,2024,December,615.82,0.319996103,197.06,,,,,10103515456,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478239,1.2024,2024,January,239,0.32,76.48,,,,,10103515474,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478239,2.2024,2024,February,225,0.32,72,,,,,10103515509,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478239,3.2024,2024,March,207,0.32,66.24,,,,,10006032343,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478239,4.2024,2024,April,388.17,0.319988665,124.21,,,,,10006033995,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478239,5.2024,2024,May,245.85,0.319991865,78.67,,,,,10104577328,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478239,6.2024,2024,June,103.41,0.319988396,33.09,,,,,10105351559,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478239,7.2024,2024,July,122.18,0.320019643,39.1,,,,,10105351568,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478239,8.2024,2024,August,126.65,0.320015792,40.53,,,,,10105376093,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478239,9.2024,2024,September,111.41,0.319989229,35.65,,,,,10006015244,6,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478239,10.2024,2024,October,136.68,0.320017559,43.74,,,,,10006015404,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478239,11.2024,2024,November,159.16,0.31999246,50.93,,,,,10006015914,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041478239,12.2024,2024,December,157.82,0.319984793,50.5,,,,,10006041727,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041637685,1.2024,2024,January,1400,0.32,448,,,,,10006047195,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041637685,2.2024,2024,February,1400,0.32,448,,,,,10006062324,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041637685,3.2024,2024,March,1550,0.32,496,,,,,10006063152,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041637685,4.2024,2024,April,3022.5,0.32,967.2,,,,,10006063297,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041637685,5.2024,2024,May,4426,0.32,1416.32,,,,,10105506634,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041637685,6.2024,2024,June,7943,0.32,2541.76,,,,,10105506643,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10041637685,7.2024,2024,July,8440.5,0.32,2700.96,,,,,10006121247,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
