Ministry,Collective CA,Contract Account,Calendar Year/Month,Year,Month,Net Sales Quantity,Unit Cost,Net Sales Amount,Unnamed: 9,Collective Account,#Accounts Connected,Unnamed: 12,Accounts,Length of Service,Unnamed: 15,Non-SRCA Accounts,Status,Savings,Account_Type
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053749791,9.2024,2024,September,0.01,0,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053749791,10.2024,2024,October,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053749791,11.2024,2024,November,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053749791,12.2024,2024,December,0.01,0,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053752732,1.2024,2024,January,278,0.32,88.96,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053752732,2.2024,2024,February,635,0.32,203.2,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053752732,3.2024,2024,March,4744,0.32,1518.08,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053752732,4.2024,2024,April,3683.15,0.320000543,1178.61,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053752732,5.2024,2024,May,1223.14,0.319996076,391.4,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053752732,6.2024,2024,June,11169.56,0.320000072,3574.26,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053752732,7.2024,2024,July,277.01,0.319988448,88.64,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053752732,8.2024,2024,August,181.01,0.319982321,57.92,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053752732,9.2024,2024,September,671.98,0.319994643,215.03,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053752732,10.2024,2024,October,152.95,0.319973848,48.94,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053752732,11.2024,2024,November,138.47,0.319997111,44.31,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053752732,12.2024,2024,December,187.97,0.319997872,60.15,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053753542,1.2024,2024,January,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053753542,2.2024,2024,February,1,0.32,0.32,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053753542,3.2024,2024,March,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053753542,4.2024,2024,April,0.18,0.333333333,0.06,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053753542,5.2024,2024,May,2910.1,0.319999313,931.23,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053753542,6.2024,2024,June,7867.45,0.319999492,2517.58,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053753542,7.2024,2024,July,823.33,0.320005344,263.47,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053753542,8.2024,2024,August,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053753542,9.2024,2024,September,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053753542,10.2024,2024,October,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053753542,11.2024,2024,November,0.23,0.304347826,0.07,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053753542,12.2024,2024,December,0.36,0.333333333,0.12,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777179,1.2024,2024,January,5,0.32,1.6,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777179,2.2024,2024,February,11,0.32,3.52,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777179,3.2024,2024,March,20,0.32,6.4,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777179,4.2024,2024,April,4,0.32,1.28,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777179,5.2024,2024,May,6.02,0.320598007,1.93,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777179,6.2024,2024,June,7535.02,0.320000478,2411.21,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777179,7.2024,2024,July,7751.36,0.320000619,2480.44,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777179,8.2024,2024,August,4.92,0.319105691,1.57,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777179,9.2024,2024,September,6.29,0.319554849,2.01,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777179,10.2024,2024,October,5.38,0.319702602,1.72,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777179,11.2024,2024,November,4.95,0.319191919,1.58,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777179,12.2024,2024,December,4.9,0.320408163,1.57,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777428,1.2024,2024,January,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777428,2.2024,2024,February,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777428,3.2024,2024,March,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777428,4.2024,2024,April,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777428,5.2024,2024,May,8,0.32,2.56,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777428,6.2024,2024,June,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777428,7.2024,2024,July,0.44,0.318181818,0.14,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777428,8.2024,2024,August,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777428,9.2024,2024,September,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777428,10.2024,2024,October,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777428,11.2024,2024,November,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777428,12.2024,2024,December,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777983,1.2024,2024,January,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777983,2.2024,2024,February,1,0.32,0.32,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777983,3.2024,2024,March,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777983,4.2024,2024,April,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777983,5.2024,2024,May,4.26,0.319248826,1.36,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777983,6.2024,2024,June,2026.33,0.320002171,648.43,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777983,7.2024,2024,July,9161.76,0.319999651,2931.76,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777983,8.2024,2024,August,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777983,9.2024,2024,September,0.02,0.5,0.01,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777983,10.2024,2024,October,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777983,11.2024,2024,November,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053777983,12.2024,2024,December,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053795328,1.2024,2024,January,3,0.32,0.96,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053795328,2.2024,2024,February,9,0.32,2.88,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053795328,3.2024,2024,March,14,0.32,4.48,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053795328,4.2024,2024,April,12,0.32,3.84,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053795328,5.2024,2024,May,12,0.32,3.84,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053795328,6.2024,2024,June,28.01,0.319885755,8.96,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053795328,7.2024,2024,July,22.72,0.319982394,7.27,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053795328,8.2024,2024,August,7.27,0.320495186,2.33,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053795328,9.2024,2024,September,9.04,0.319690265,2.89,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053795328,10.2024,2024,October,13.3,0.320300752,4.26,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053795328,11.2024,2024,November,14.23,0.319747013,4.55,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053795328,12.2024,2024,December,13.5,0.32,4.32,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053798320,1.2024,2024,January,9,0.32,2.88,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053798320,2.2024,2024,February,13,0.32,4.16,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053798320,3.2024,2024,March,9,0.32,2.88,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053798320,4.2024,2024,April,10.95,0.319634703,3.5,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053798320,5.2024,2024,May,2737.43,0.320000877,875.98,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053798320,6.2024,2024,June,9568.17,0.31999954,3061.81,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053798320,7.2024,2024,July,128.55,0.320031116,41.14,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053798320,8.2024,2024,August,10.37,0.320154291,3.32,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053798320,9.2024,2024,September,3.53,0.320113314,1.13,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053798320,10.2024,2024,October,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053798320,11.2024,2024,November,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053798320,12.2024,2024,December,0.47,0.319148936,0.15,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053804857,1.2024,2024,January,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053804857,2.2024,2024,February,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053804857,3.2024,2024,March,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053804857,4.2024,2024,April,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053804857,5.2024,2024,May,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053804857,6.2024,2024,June,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053804857,7.2024,2024,July,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053804857,8.2024,2024,August,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053804857,9.2024,2024,September,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053804857,10.2024,2024,October,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053804857,11.2024,2024,November,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053804857,12.2024,2024,December,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053825169,1.2024,2024,January,3380,0.32,1081.6,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053825169,2.2024,2024,February,2825,0.32,904,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053825169,3.2024,2024,March,2788,0.32,892.16,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053825169,4.2024,2024,April,3993,0.32,1277.76,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053825169,5.2024,2024,May,4526.38,0.319999647,1448.44,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053825169,6.2024,2024,June,5888.53,0.320000068,1884.33,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053825169,7.2024,2024,July,6956.21,0.320000403,2225.99,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053825169,8.2024,2024,August,6597.71,0.320000424,2111.27,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053825169,9.2024,2024,September,6935.63,0.319999769,2219.4,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053825169,10.2024,2024,October,6529.64,0.319999265,2089.48,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053825169,11.2024,2024,November,5621.82,0.319999573,1798.98,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053825169,12.2024,2024,December,4218.84,0.320000284,1350.03,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053830436,1.2024,2024,January,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053830436,2.2024,2024,February,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053830436,3.2024,2024,March,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053830436,4.2024,2024,April,0.1,0.3,0.03,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053830436,5.2024,2024,May,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053830436,6.2024,2024,June,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053830436,7.2024,2024,July,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053830436,8.2024,2024,August,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053830436,9.2024,2024,September,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053830436,10.2024,2024,October,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053830436,11.2024,2024,November,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053830436,12.2024,2024,December,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831068,1.2024,2024,January,17520,0.32,5606.4,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831068,2.2024,2024,February,17760,0.32,5683.2,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831068,3.2024,2024,March,22800,0.32,7296,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831068,4.2024,2024,April,23672,0.32,7575.04,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831068,5.2024,2024,May,30344,0.32,9710.08,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831068,6.2024,2024,June,59636.8,0.320000067,19083.78,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831068,7.2024,2024,July,33261.6,0.31999994,10643.71,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831068,8.2024,2024,August,32769.6,0.319999939,10486.27,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831068,9.2024,2024,September,30118.4,0.320000066,9637.89,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831068,10.2024,2024,October,28934.4,0.320000069,9259.01,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831068,11.2024,2024,November,25215.2,0.319999841,8068.86,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831068,12.2024,2024,December,20672.8,0.320000193,6615.3,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831175,1.2024,2024,January,3120,0.32,998.4,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
